"","cell_line","treatment","time","concentration","cell_count"
"7817","D027T01","Vorinostat",96,0.2,1960
"7818","D027T01","Sorafenib",96,1,6300
"7819","D027T01","Miglitol",96,0.008,19300
"7820","D027T01","Gemcitabine",96,0.008,21310
"7821","D027T01","Pazopanib",96,0.2,9120
"7822","D027T01","Miglitol",96,0.04,17870
"7823","D027T01","Dabrafenib mit Trametinib",96,0.0016,26660
"7824","D027T01","Dabrafenib mit Trametinib",96,0.008,30010
"7825","D027T01","DMSO",96,0,27480
"7826","D027T01","Axitinib",96,0.0016,24070
"7827","D027T01","Volasertib",96,0.008,17120
"7828","D027T01","DMSO",96,0,17670
"7829","D027T01","Regorafenib",96,0.008,23240
"7830","D027T01","Irinotecan mit 5-FU",96,0.04,20350
"7831","D027T01","Palbociclib",96,0.2,19870
"7832","D027T01","5-FU",96,0.04,17610
"7833","D027T01","Axitinib",96,0.2,23750
"7834","D027T01","Cabozantinib",96,0.008,21660
"7835","D027T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.2,15150
"7836","D027T01","Crizotinib",96,0.04,22840
"7837","D027T01","Trifluoridin/Tipiracil",96,0.0016,32030
"7838","D027T01","AZD 5363",96,0.2,30820
"7839","D027T01","Taselisib",96,0.04,24270
"7840","D027T01","Gefitinib",96,1,6110
"7841","D027T01","Ponatinib",96,0.04,25410
"7842","D027T01","Crizotinib",96,1,660
"7843","D027T01","Birinapant",96,0.0016,27370
"7844","D027T01","Ruxolitinib",96,0.008,21030
"7845","D027T01","Idelalisib",96,1,14370
"7846","D027T01","Panobinostat",96,1,1080
"7847","D027T01","Volasertib",96,1,50
"7848","D027T01","Irinotecan mit 5-FU",96,0.2,15860
"7849","D027T01","Panobinostat",96,0.04,8630
"7850","D027T01","Trifluoridin/Tipiracil",96,0.2,25290
"7851","D027T01","DMSO",96,0,19870
"7852","D027T01","Venetoclax",96,0.04,19220
"7853","D027T01","DMSO",96,0,23960
"7854","D027T01","Defactinib",96,0.0016,22870
"7855","D027T01","Gemcitabine",96,0.04,12770
"7856","D027T01","Oxaliplatin mit 5-FU",96,0.0016,20060
"7857","D027T01","Birinapant",96,1,9770
"7858","D027T01","Pazopanib",96,0.04,16020
"7859","D027T01","Staurosporine_500nM",96,0,15740
"7860","D027T01","Docetaxel",96,0.2,11310
"7861","D027T01","Taselisib",96,0.008,17110
"7862","D027T01","Dabrafenib mit Trametinib",96,1,7400
"7863","D027T01","PRI-724",96,1,20300
"7864","D027T01","Gemcitabine",96,1,8270
"7865","D027T01","Etoposid",96,1,12970
"7866","D027T01","Oxaliplatin mit 5-FU + Gefitinib",96,1,10930
"7867","D027T01","Erlotinib",96,0.008,12950
"7868","D027T01","Dacarbazine",96,0.008,31910
"7869","D027T01","Sorafenib",96,0.04,20650
"7870","D027T01","Erlotinib",96,0.0016,18100
"7871","D027T01","AZD 5363",96,1,18400
"7872","D027T01","Etoposid",96,0.04,15420
"7873","D027T01","Crizotinib",96,0.2,20850
"7874","D027T01","Defactinib",96,0.008,23930
"7875","D027T01","Bleomycin",96,0.04,20370
"7876","D027T01","Birinapant",96,0.2,13110
"7877","D027T01","Bleomycin",96,0.0016,30810
"7878","D027T01","Bexaroten",96,0.008,17780
"7879","D027T01","Etoposid",96,0.0016,20140
"7880","D027T01","Oxaliplatin",96,1,11540
"7881","D027T01","DMSO",96,0,19330
"7882","D027T01","Nutlin3a",96,0.04,19390
"7883","D027T01","Fludarabine",96,0.2,17180
"7884","D027T01","Cabozantinib",96,0.04,21350
"7885","D027T01","PRI-724",96,0.2,20860
"7886","D027T01","DMSO",96,0,19930
"7887","D027T01","Defactinib",96,1,17530
"7888","D027T01","Gemcitabine",96,0.2,17020
"7889","D027T01","Nutlin3a",96,0.0016,26210
"7890","D027T01","Sunitinib",96,0.2,15480
"7891","D027T01","DMSO",96,0,20690
"7892","D027T01","Dasatinib",96,0.0016,23820
"7893","D027T01","Vinblastin",96,0.0016,19390
"7894","D027T01","Vinblastin",96,0.04,16270
"7895","D027T01","Birinapant",96,0.008,22120
"7896","D027T01","Oxaliplatin mit 5-FU",96,0.2,20580
"7897","D027T01","Erlotinib",96,0.04,11360
"7898","D027T01","Mitomycin C",96,1,3410
"7899","D027T01","Olaparib",96,0.2,17370
"7900","D027T01","Alisertib",96,0.008,17840
"7901","D027T01","MK-1775",96,0.0016,19730
"7902","D027T01","Pazopanib",96,0.0016,20040
"7903","D027T01","MK-1775",96,0.2,16590
"7904","D027T01","Gemcitabine",96,0.0016,21590
"7905","D027T01","Afatinib",96,0.04,4880
"7906","D027T01","YM155",96,0.008,19710
"7907","D027T01","Miglitol",96,0.0016,19730
"7908","D027T01","Ruxolitinib",96,0.2,26800
"7909","D027T01","Palbociclib",96,0.0016,20800
"7910","D027T01","DMSO",96,0,20680
"7911","D027T01","Volasertib",96,0.04,15810
"7912","D027T01","Vorinostat",96,0.008,19790
"7913","D027T01","Bleomycin",96,1,14370
"7914","D027T01","AZD 5363",96,0.04,20340
"7915","D027T01","Sonidegib",96,0.04,19130
"7916","D027T01","Mitomycin C",96,0.04,18200
"7917","D027T01","Regorafenib",96,0.04,17600
"7918","D027T01","Dabrafenib mit Trametinib",96,0.2,5980
"7919","D027T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.04,18420
"7920","D027T01","Docetaxel",96,1,11040
"7921","D027T01","Defactinib",96,0.2,21710
"7922","D027T01","MK-8776",96,0.008,19430
"7923","D027T01","Bleomycin",96,0.2,13970
"7924","D027T01","Methotrexate",96,0.2,8250
"7925","D027T01","Mitomycin C",96,0.0016,18100
"7926","D027T01","MK-1775",96,0.04,18350
"7927","D027T01","Sunitinib",96,0.04,21430
"7928","D027T01","Gefitinib",96,0.04,6300
"7929","D027T01","Alisertib",96,1,16080
"7930","D027T01","Bexaroten",96,0.0016,22270
"7931","D027T01","Ruxolitinib",96,0.0016,21560
"7932","D027T01","DMSO",96,0,30730
"7933","D027T01","Sunitinib",96,0.0016,22560
"7934","D027T01","Afatinib",96,0.008,8300
"7935","D027T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.008,18260
"7936","D027T01","Mitomycin C",96,0.008,14960
"7937","D027T01","DMSO",96,0,21890
"7938","D027T01","Vismodegib",96,0.04,22200
"7939","D027T01","Paclitaxel",96,1,15700
"7940","D027T01","VX-702",96,0.008,28370
"7941","D027T01","DMSO",96,0,22900
"7942","D027T01","Ponatinib",96,1,24890
"7943","D027T01","Ponatinib",96,0.0016,22760
"7944","D027T01","Irinotecan mit 5-FU + Gefitinib",96,0.0016,18500
"7945","D027T01","Taselisib",96,1,9730
"7946","D027T01","YM155",96,0.2,11820
"7947","D027T01","Etoposid",96,0.2,19760
"7948","D027T01","Paclitaxel",96,0.04,12730
"7949","D027T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.0016,21280
"7950","D027T01","Paclitaxel",96,0.008,15870
"7951","D027T01","Vismodegib",96,0.2,28390
"7952","D027T01","Vinblastin",96,0.2,12250
"7953","D027T01","Idelalisib",96,0.008,19170
"7954","D027T01","GSK2636771",96,0.2,17860
"7955","D027T01","VX-702",96,0.2,20230
"7956","D027T01","Dabrafenib",96,0.0016,27160
"7957","D027T01","Vismodegib",96,1,22190
"7958","D027T01","Olaparib",96,0.0016,19740
"7959","D027T01","GSK2636771",96,0.04,24280
"7960","D027T01","Staurosporine_500nM",96,0,17630
"7961","D027T01","Alisertib",96,0.0016,25390
"7962","D027T01","Idelalisib",96,0.04,24020
"7963","D027T01","Sonidegib",96,0.2,17220
"7964","D027T01","DMSO",96,0,22470
"7965","D027T01","Mitomycin C",96,0.2,17520
"7966","D027T01","DMSO",96,0,21390
"7967","D027T01","Phenformin",96,0.04,19750
"7968","D027T01","Axitinib",96,1,17530
"7969","D027T01","PRI-724",96,0.04,24960
"7970","D027T01","Vorinostat",96,0.0016,17520
"7971","D027T01","Staurosporine_500nM",96,0,21070
"7972","D027T01","LGK974",96,0.04,20840
"7973","D027T01","Dacarbazine",96,0.0016,26640
"7974","D027T01","Staurosporine_500nM",96,0,19080
"7975","D027T01","YM155",96,0.04,20990
"7976","D027T01","Dacarbazine",96,1,19780
"7977","D027T01","Vismodegib",96,0.0016,20850
"7978","D027T01","Olaparib",96,0.008,20150
"7979","D027T01","VX-702",96,1,21070
"7980","D027T01","Idelalisib",96,0.0016,20410
"7981","D027T01","Paclitaxel",96,0.2,13110
"7982","D027T01","Afatinib",96,0.0016,9320
"7983","D027T01","Cabozantinib",96,0.0016,19080
"7984","D027T01","Fludarabine",96,0.0016,20590
"7985","D027T01","Bleomycin",96,0.008,18880
"7986","D027T01","Sorafenib",96,0.0016,21610
"7987","D027T01","Alpelisib",96,0.2,18610
"7988","D027T01","Alisertib",96,0.2,15550
"7989","D027T01","LGK974",96,0.008,24600
"7990","D027T01","Miglitol",96,0.2,20800
"7991","D027T01","Staurosporine_500nM",96,0,19170
"7992","D027T01","Napabucasin",96,1,16250
"7993","D027T01","Irinotecan mit 5-FU + Gefitinib",96,0.04,14750
"7994","D027T01","Irinotecan mit 5-FU + Gefitinib",96,0.2,12480
"7995","D027T01","Napabucasin",96,0.04,26730
"7996","D027T01","Gefitinib",96,0.2,6440
"7997","D027T01","Regorafenib",96,0.2,17020
"7998","D027T01","Staurosporine_500nM",96,0,20660
"7999","D027T01","Everolimus",96,0.0016,19760
"8000","D027T01","Docetaxel",96,0.04,13950
"8001","D027T01","VX-702",96,0.0016,27240
"8002","D027T01","Bortezomib",96,0.04,1160
"8003","D027T01","Ponatinib",96,0.008,21450
"8004","D027T01","Olaparib",96,0.04,25780
"8005","D027T01","Taselisib",96,0.2,14250
"8006","D027T01","AZD 5363",96,0.0016,21020
"8007","D027T01","Methotrexate",96,0.0016,17430
"8008","D027T01","Nutlin3a",96,0.008,26200
"8009","D027T01","Staurosporine_500nM",96,0,22370
"8010","D027T01","Dacarbazine",96,0.04,19080
"8011","D027T01","Staurosporine_500nM",96,0,14210
"8012","D027T01","Sunitinib",96,1,18060
"8013","D027T01","DMSO",96,0,18630
"8014","D027T01","Ruxolitinib",96,1,22120
"8015","D027T01","Miglitol",96,1,22460
"8016","D027T01","Pazopanib",96,1,21000
"8017","D027T01","DMSO",96,0,20390
"8018","D027T01","Idelalisib",96,0.2,18400
"8019","D027T01","Bortezomib",96,1,190
"8020","D027T01","Afatinib",96,0.2,2010
"8021","D027T01","MK-8776",96,0.0016,20150
"8022","D027T01","YM155",96,1,9200
"8023","D027T01","Defactinib",96,0.04,14530
"8024","D027T01","Nutlin3a",96,0.2,19900
"8025","D027T01","Dabrafenib",96,0.008,22320
"8026","D027T01","Dasatinib",96,0.2,17360
"8027","D027T01","MK-1775",96,0.008,17960
"8028","D027T01","Staurosporine_500nM",96,0,18900
"8029","D027T01","Bexaroten",96,0.04,17810
"8030","D027T01","Irinotecan mit 5-FU + Gefitinib",96,0.008,22850
"8031","D027T01","Regorafenib",96,1,5250
"8032","D027T01","Phenformin",96,0.0016,24590
"8033","D027T01","Staurosporine_500nM",96,0,20080
"8034","D027T01","DMSO",96,0,19380
"8035","D027T01","DMSO",96,0,21500
"8036","D027T01","Sorafenib",96,0.008,23760
"8037","D027T01","Methotrexate",96,0.04,10950
"8038","D027T01","Vorinostat",96,1,320
"8039","D027T01","Vismodegib",96,0.008,28020
"8040","D027T01","Dabrafenib",96,0.2,20700
"8041","D027T01","Trifluoridin/Tipiracil",96,0.008,22560
"8042","D027T01","GSK2636771",96,1,25300
"8043","D027T01","DMSO",96,0,23930
"8044","D027T01","VX-702",96,0.04,18930
"8045","D027T01","DMSO",96,0,22480
"8046","D027T01","Alpelisib",96,0.04,25910
"8047","D027T01","Ponatinib",96,0.2,20950
"8048","D027T01","Dabrafenib mit Trametinib",96,0.04,15420
"8049","D027T01","Bexaroten",96,0.2,30140
"8050","D027T01","Palbociclib",96,0.008,17770
"8051","D027T01","LGK974",96,1,18200
"8052","D027T01","Olaparib",96,1,15390
"8053","D027T01","Staurosporine_500nM",96,0,12350
"8054","D027T01","Crizotinib",96,0.0016,23170
"8055","D027T01","Bexaroten",96,1,15650
"8056","D027T01","Axitinib",96,0.008,18150
"8057","D027T01","Docetaxel",96,0.0016,15350
"8058","D027T01","MK-8776",96,0.2,22080
"8059","D027T01","Dacarbazine",96,0.2,20320
"8060","D027T01","Trametinib",96,0.04,15120
"8061","D027T01","Paclitaxel",96,0.0016,19060
"8062","D027T01","Axitinib",96,0.04,26220
"8063","D027T01","Venetoclax",96,1,12280
"8064","D027T01","YM155",96,0.0016,26090
"8065","D027T01","Sorafenib",96,0.04,12592
"8066","D027T01","Methotrexate",96,0.008,4860
"8067","D027T01","Fludarabine",96,1,16327
"8068","D027T01","Paclitaxel",96,0.2,7146
"8069","D027T01","Dabrafenib mit Trametinib",96,0.0016,12664
"8070","D027T01","PRI-724",96,0.04,13119
"8071","D027T01","DMSO",96,0,12533
"8072","D027T01","VX-702",96,0.0016,17105
"8073","D027T01","DMSO",96,0,14149
"8074","D027T01","Erlotinib",96,1,4644
"8075","D027T01","5-FU",96,0.008,10929
"8076","D027T01","GSK2636771",96,1,14615
"8077","D027T01","Pazopanib",96,0.2,8331
"8078","D027T01","Irinotecan / SN-38",96,0.04,5865
"8079","D027T01","Oxaliplatin mit 5-FU + Gefitinib",96,1,5853
"8080","D027T01","Lapatinib",96,0.2,9636
"8081","D027T01","Mitomycin C",96,1,2095
"8082","D027T01","Olaparib",96,0.0016,10941
"8083","D027T01","DMSO",96,0,11575
"8084","D027T01","Alisertib",96,0.0016,12269
"8085","D027T01","Vismodegib",96,0.04,10917
"8086","D027T01","Sorafenib",96,0.0016,13083
"8087","D027T01","Everolimus",96,0.0016,13095
"8088","D027T01","Regorafenib",96,0.008,11755
"8089","D027T01","Mitomycin C",96,0.2,8092
"8090","D027T01","Venetoclax",96,1,12150
"8091","D027T01","VX-702",96,0.04,11778
"8092","D027T01","Dabrafenib",96,0.04,10629
"8093","D027T01","Vinblastin",96,0.04,10246
"8094","D027T01","AZD 5363",96,0.04,12724
"8095","D027T01","DMSO",96,0,11731
"8096","D027T01","Lapatinib",96,0.008,7996
"8097","D027T01","YM155",96,0.2,7948
"8098","D027T01","Defactinib",96,1,9684
"8099","D027T01","Vinblastin",96,1,5410
"8100","D027T01","MK-8776",96,0.2,12293
"8101","D027T01","DMSO",96,0,14903
"8102","D027T01","AZD 4547",96,0.2,14759
"8103","D027T01","DMSO",96,0,11467
"8104","D027T01","Venetoclax",96,0.0016,11958
"8105","D027T01","Birinapant",96,0.2,9791
"8106","D027T01","Everolimus",96,0.04,10115
"8107","D027T01","Bortezomib",96,0.04,1089
"8108","D027T01","Docetaxel",96,0.008,8942
"8109","D027T01","DMSO",96,0,11479
"8110","D027T01","Bleomycin",96,1,7709
"8111","D027T01","Dabrafenib mit Trametinib",96,0.2,3579
"8112","D027T01","MK-8776",96,0.04,14843
"8113","D027T01","Dabrafenib",96,1,12066
"8114","D027T01","Ponatinib",96,0.04,13933
"8115","D027T01","Palbociclib",96,0.04,14879
"8116","D027T01","Mitomycin C",96,0.04,9779
"8117","D027T01","Oxaliplatin mit 5-FU",96,1,6057
"8118","D027T01","Lapatinib",96,1,10139
"8119","D027T01","Napabucasin",96,0.2,12784
"8120","D027T01","17AAG",96,0.0016,13119
"8121","D027T01","AZD 4547",96,0.0016,12964
"8122","D027T01","Doxorubicin",96,0.0016,11048
"8123","D027T01","Crizotinib",96,0.2,10558
"8124","D027T01","Trifluoridin/Tipiracil",96,0.008,12221
"8125","D027T01","Everolimus",96,0.008,14795
"8126","D027T01","Alisertib",96,0.2,9815
"8127","D027T01","Sunitinib",96,0.04,12844
"8128","D027T01","AZD 5363",96,1,11635
"8129","D027T01","PRI-724",96,0.0016,13789
"8130","D027T01","Trametinib",96,0.04,7002
"8131","D027T01","Lapatinib",96,0.0016,12832
"8132","D027T01","Phenformin",96,0.0016,10294
"8133","D027T01","Nutlin3a",96,0.0016,12341
"8134","D027T01","Dabrafenib",96,0.0016,13598
"8135","D027T01","Ruxolitinib",96,0.008,11084
"8136","D027T01","Napabucasin",96,0.008,15525
"8137","D027T01","Dasatinib",96,1,1544
"8138","D027T01","Vismodegib",96,0.2,14496
"8139","D027T01","MK-1775",96,1,8511
"8140","D027T01","Defactinib",96,0.2,12461
"8141","D027T01","Taselisib",96,0.04,11144
"8142","D027T01","LGK974",96,1,9277
"8143","D027T01","Sorafenib",96,0.008,12281
"8144","D027T01","Dabrafenib mit Trametinib",96,1,5817
"8145","D027T01","Phenformin",96,1,5758
"8146","D027T01","Sonidegib",96,0.008,12401
"8147","D027T01","Olaparib",96,0.008,13670
"8148","D027T01","Erlotinib",96,0.0016,11180
"8149","D027T01","Irinotecan mit 5-FU + Gefitinib",96,0.008,12209
"8150","D027T01","Erlotinib",96,0.008,8906
"8151","D027T01","Pazopanib",96,0.008,11192
"8152","D027T01","Alpelisib",96,0.2,10414
"8153","D027T01","DMSO",96,0,14699
"8154","D027T01","Etoposid",96,0.008,13849
"8155","D027T01","Binimetinib",96,0.04,9097
"8156","D027T01","Bleomycin",96,0.2,10929
"8157","D027T01","Irinotecan mit 5-FU",96,0.0016,11755
"8158","D027T01","Staurosporine_500nM",96,0,12700
"8159","D027T01","DMSO",96,0,15525
"8160","D027T01","Trametinib",96,1,5554
"8161","D027T01","AZD 5363",96,0.0016,12892
"8162","D027T01","DMSO",96,0,18039
"8163","D027T01","MK-1775",96,0.04,11000
"8164","D027T01","Erlotinib",96,0.2,5375
"8165","D027T01","Miglitol",96,0.04,12353
"8166","D027T01","Vinblastin",96,0.2,7290
"8167","D027T01","Fludarabine",96,0.008,13083
"8168","D027T01","Doxorubicin",96,0.04,10139
"8169","D027T01","DMSO",96,0,11024
"8170","D027T01","Defactinib",96,0.04,7912
"8171","D027T01","Docetaxel",96,0.04,8654
"8172","D027T01","Irinotecan mit 5-FU + Gefitinib",96,0.2,7673
"8173","D027T01","17AAG",96,0.04,9660
"8174","D027T01","DMSO",96,0,13538
"8175","D027T01","5-FU",96,0.0016,13071
"8176","D027T01","Axitinib",96,0.008,12784
"8177","D027T01","Birinapant",96,0.04,9935
"8178","D027T01","Gemcitabine",96,0.0016,11120
"8179","D027T01","Cabozantinib",96,0.0016,12042
"8180","D027T01","Birinapant",96,1,8187
"8181","D027T01","Oxaliplatin",96,0.04,14137
"8182","D027T01","Nutlin3a",96,0.008,14412
"8183","D027T01","17AAG",96,0.2,5518
"8184","D027T01","Trifluoridin/Tipiracil",96,1,7721
"8185","D027T01","MK-1775",96,0.2,8152
"8186","D027T01","Bortezomib",96,0.2,419
"8187","D027T01","Trametinib",96,0.008,7517
"8188","D027T01","Miglitol",96,0.008,13083
"8189","D027T01","LGK974",96,0.04,11743
"8190","D027T01","Irinotecan mit 5-FU",96,1,4453
"8191","D027T01","Olaparib",96,0.2,11060
"8192","D027T01","Staurosporine_500nM",96,0,8702
"8193","D027T01","Sunitinib",96,0.0016,11060
"8194","D027T01","Alisertib",96,0.04,8666
"8195","D027T01","Dasatinib",96,0.0016,13311
"8196","D027T01","Phenformin",96,0.04,11288
"8197","D027T01","Olaparib",96,0.04,12413
"8198","D027T01","Afatinib",96,0.0016,4812
"8199","D027T01","Dabrafenib mit Trametinib",96,0.04,7649
"8200","D027T01","Panobinostat",96,0.2,1843
"8201","D027T01","DMSO",96,0,13347
"8202","D027T01","Paclitaxel",96,0.0016,10869
"8203","D027T01","GSK2636771",96,0.0016,12126
"8204","D027T01","Oxaliplatin mit 5-FU",96,0.2,9373
"8205","D027T01","17AAG",96,1,6141
"8206","D027T01","DMSO",96,0,13957
"8207","D027T01","Oxaliplatin",96,0.008,13837
"8208","D027T01","Vismodegib",96,0.0016,12233
"8209","D027T01","Irinotecan / SN-38",96,0.0016,13406
"8210","D027T01","Dabrafenib",96,0.2,10534
"8211","D027T01","Irinotecan / SN-38",96,0.2,1784
"8212","D027T01","DMSO",96,0,11767
"8213","D027T01","Dabrafenib mit Trametinib",96,0.008,14986
"8214","D027T01","Panobinostat",96,1,527
"8215","D027T01","Binimetinib",96,0.008,11024
"8216","D027T01","Panobinostat",96,0.04,6919
"8217","D027T01","GSK2636771",96,0.04,16207
"8218","D027T01","Staurosporine_500nM",96,0,7074
"8219","D027T01","AZD 4547",96,1,5961
"8220","D027T01","Staurosporine_500nM",96,0,11419
"8221","D027T01","Staurosporine_500nM",96,0,8235
"8222","D027T01","Staurosporine_500nM",96,0,8128
"8223","D027T01","Etoposid",96,0.04,9648
"8224","D027T01","Dacarbazine",96,0.2,12162
"8225","D027T01","Pazopanib",96,0.0016,10522
"8226","D027T01","DMSO",96,0,12114
"8227","D027T01","Dacarbazine",96,0.008,14520
"8228","D027T01","Birinapant",96,0.0016,12892
"8229","D027T01","Bortezomib",96,0.008,5482
"8230","D027T01","Binimetinib",96,0.0016,13119
"8231","D027T01","Irinotecan mit 5-FU",96,0.04,9947
"8232","D027T01","Ruxolitinib",96,1,12293
"8233","D027T01","Fludarabine",96,0.04,13394
"8234","D027T01","Bleomycin",96,0.04,11934
"8235","D027T01","DMSO",96,0,14508
"8236","D027T01","Paclitaxel",96,0.008,10629
"8237","D027T01","Bexaroten",96,0.008,11264
"8238","D027T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.2,7565
"8239","D027T01","Miglitol",96,1,10426
"8240","D027T01","Ponatinib",96,0.008,13706
"8241","D027T01","Oxaliplatin mit 5-FU",96,0.0016,13873
"8242","D027T01","Afatinib",96,1,970
"8243","D027T01","Etoposid",96,0.2,11120
"8244","D027T01","MK-8776",96,0.008,12042
"8245","D027T01","Palbociclib",96,1,9337
"8246","D027T01","Afatinib",96,0.04,3052
"8247","D027T01","Docetaxel",96,1,8367
"8248","D027T01","Crizotinib",96,0.008,12245
"8249","D027T01","Miglitol",96,0.2,11767
"8250","D027T01","Phenformin",96,0.2,9301
"8251","D027T01","Miglitol",96,0.0016,12987
"8252","D027T01","Sonidegib",96,1,14771
"8253","D027T01","Idelalisib",96,0.008,10761
"8254","D027T01","Palbociclib",96,0.008,11683
"8255","D027T01","Oxaliplatin",96,0.2,13382
"8256","D027T01","Olaparib",96,1,8415
"8257","D027T01","Dasatinib",96,0.2,8104
"8258","D027T01","Alisertib",96,1,9899
"8259","D027T01","Methotrexate",96,1,4525
"8260","D027T01","DMSO",96,0,11120
"8261","D027T01","AZD 5363",96,0.2,12401
"8262","D027T01","YM155",96,0.0016,12401
"8263","D027T01","MK-8776",96,1,13825
"8264","D027T01","Mitomycin C",96,0.0016,10881
"8265","D027T01","Doxorubicin",96,1,4142
"8266","D027T01","AZD 4547",96,0.04,14232
"8267","D027T01","Dacarbazine",96,0.0016,11874
"8268","D027T01","Fludarabine",96,0.0016,13215
"8269","D027T01","Volasertib",96,0.008,9995
"8270","D027T01","5-FU",96,1,6859
"8271","D027T01","LGK974",96,0.008,13586
"8272","D027T01","Idelalisib",96,1,6811
"8273","D027T01","Bleomycin",96,0.008,10689
"8274","D027T01","DMSO",96,0,12353
"8275","D027T01","Ponatinib",96,0.0016,13299
"8276","D027T01","Paclitaxel",96,1,7757
"8277","D027T01","Sunitinib",96,1,6667
"8278","D027T01","Erlotinib",96,0.04,9827
"8279","D027T01","Dacarbazine",96,0.04,12066
"8280","D027T01","Nutlin3a",96,0.04,13167
"8281","D027T01","Gemcitabine",96,0.04,8630
"8282","D027T01","Vorinostat",96,0.008,12940
"8283","D027T01","5-FU",96,0.04,11599
"8284","D027T01","Sunitinib",96,0.2,9696
"8285","D027T01","Lapatinib",96,0.04,13179
"8286","D027T01","DMSO",96,0,11934
"8287","D027T01","Ponatinib",96,0.2,12952
"8288","D027T01","Palbociclib",96,0.0016,14699
"8289","D027T01","Gefitinib",96,1,4357
"8290","D027T01","Methotrexate",96,0.04,5865
"8291","D027T01","Defactinib",96,0.0016,13574
"8292","D027T01","Napabucasin",96,0.0016,11994
"8293","D027T01","Birinapant",96,0.008,14208
"8294","D027T01","Gefitinib",96,0.008,5219
